sourceId,sourceFen,setupMove,playableFen,solutionMoves,rating,difficulty,popularity,ratingDeviation,numberOfPlays,themes,reviewStatus,inclusionReason
4N8sM,6k1/2p2ppp/8/3Pp2n/3bP3/3B1R1P/2PQ1NPK/qr6 w - - 5 25,d2g5,6k1/2p2ppp/8/3Pp1Qn/3bP3/3B1R1P/2P2NPK/qr6 b - - 6 25,b1h1 f2h1 a1g1,2052,hard,100,76,1199,clearance mate mateIn2 middlegame sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 100, 1199 plays, and rating deviation 76"
4NwJW,8/r7/8/3p4/PR1P1B2/3b1kPK/4pP2/4R3 w - - 1 41,b4b3,8/r7/8/3p4/P2P1B2/1R1b1kPK/4pP2/4R3 b - - 2 41,a7h7 f4h6 h7h6,812,easy,100,78,8573,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 8573 plays, and rating deviation 78"
4OXSo,3b4/1p4pk/p1bpR3/5p1q/2Q5/6PP/PPPB1P2/6K1 w - - 5 35,h3h4,3b4/1p4pk/p1bpR3/5p1q/2Q4P/6P1/PPPB1P2/6K1 b - - 0 35,h5d1 c4f1 d1d2,1200,easy,100,75,4460,crushing endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 4460 plays, and rating deviation 75"
4PMxS,8/1bqp2k1/4n3/6r1/1p5N/4Q2P/1P3PP1/4R2K b - - 12 33,c7d6,8/1b1p2k1/3qn3/6r1/1p5N/4Q2P/1P3PP1/4R2K w - - 13 34,e3g5 e6g5 h4f5 g7f6 f5d6,1478,medium,100,75,5157,advantage exposedKing fork long middlegame sacrifice,approved,"Approved medium Fork puzzle with popularity 100, 5157 plays, and rating deviation 75"
4V3TP,8/8/p3KP2/2p1n3/2Pb2kp/8/8/7R b - - 5 48,e5c4,8/8/p3KP2/2p5/2nb2kp/8/8/7R w - - 0 49,f6f7 d4g7 h1g1 g4f3 g1g7,1369,easy,100,75,3304,advancedPawn crushing endgame long skewer,approved,"Approved easy Skewer puzzle with popularity 100, 3304 plays, and rating deviation 75"
4X90I,1k2r3/4r1pp/2Q5/p1N5/3q4/8/PP3PPP/R4RK1 w - - 0 27,f1d1,1k2r3/4r1pp/2Q5/p1N5/3q4/8/PP3PPP/R2R2K1 b - - 1 27,d4d1 a1d1 e7e1 d1e1 e8e1,1251,easy,100,74,4455,backRankMate long mate mateIn3 middlegame sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 4455 plays, and rating deviation 74"
4kgup,6k1/p1pq2pp/1p1p2r1/8/2b4P/P1B2Q2/5RP1/6K1 b - - 1 37,d7e7,6k1/p1p1q1pp/1p1p2r1/8/2b4P/P1B2Q2/5RP1/6K1 w - - 2 38,f3a8 e7d8 a8d8,1357,easy,100,75,4103,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4103 plays, and rating deviation 75"
4pI19,8/1p6/p2p4/3Pn3/P1p2k1r/6NP/1P4K1/7R b - - 3 39,f4e3,8/1p6/p2p4/3Pn3/P1p4r/4k1NP/1P4K1/7R w - - 4 40,g3f5 e3e4 f5h4,1030,easy,100,75,8636,advantage endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 8636 plays, and rating deviation 75"
4sfvt,3r1k2/p2P1ppp/8/1p2R3/2p5/qP2Q1PP/6bK/8 b - - 0 33,g2c6,3r1k2/p2P1ppp/2b5/1p2R3/2p5/qP2Q1PP/7K/8 w - - 1 34,e5e8 d8e8 e3e8,1272,easy,100,77,5503,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 5503 plays, and rating deviation 77"
4wVV5,8/3Pb3/1pB4p/1P6/6P1/4kp1K/8/8 w - - 0 59,h3g3,8/3Pb3/1pB4p/1P6/6P1/4kpK1/8/8 b - - 1 59,f3f2 c6g2 e3e2,2110,hard,99,77,1048,advancedPawn bishopEndgame crushing defensiveMove endgame short,approved,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1048 plays, and rating deviation 77"
53Klw,5bk1/p1q2pp1/1p3P1Q/2p1P3/1P1r4/P7/7P/6RK b - - 0 40,c7e5,5bk1/p4pp1/1p3P1Q/2p1q3/1P1r4/P7/7P/6RK w - - 0 41,g1g7 f8g7 h6g7,1196,easy,100,75,4795,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4795 plays, and rating deviation 75"
54GHs,r7/1Q5k/p4Pp1/1p6/5Pq1/8/P4K1P/8 b - - 4 40,h7h6,r7/1Q6/p4Ppk/1p6/5Pq1/8/P4K1P/8 w - - 5 41,b7g7 h6h5 g7h7,1368,easy,100,75,4061,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4061 plays, and rating deviation 75"
56JlY,6k1/4Rpp1/2p1pN1B/4n2P/r1q5/5Q2/5PP1/6K1 b - - 1 27,g7f6,6k1/4Rp2/2p1pp1B/4n2P/r1q5/5Q2/5PP1/6K1 w - - 0 28,e7e8 g8h7 e8h8 h7h8 f3f6 h8g8 f6g7,2192,hard,99,79,1380,attraction endgame fork mate mateIn4 sacrifice veryLong,approved,"Approved hard Fork puzzle with popularity 99, 1380 plays, and rating deviation 79"
5ABUy,2kr4/2p1n3/3p3p/PQ1Pp3/4qp2/2P2N2/3R2rP/1R5K w - - 0 31,h1g2,2kr4/2p1n3/3p3p/PQ1Pp3/4qp2/2P2N2/3R2KP/1R6 b - - 0 31,d8g8 g2f2 e4e3 f2f1 e3f3,1558,medium,100,75,3992,advantage deflection long middlegame,approved,"Approved medium Deflection puzzle with popularity 100, 3992 plays, and rating deviation 75"
5H4ZV,8/7p/6p1/1P5k/1p3Q2/1P5P/2p3PK/3r4 b - - 2 48,c2c1q,8/7p/6p1/1P5k/1p3Q2/1P5P/6PK/2qr4 w - - 0 49,g2g4 h5h4 f4f6 g6g5 f6f2,2220,hard,99,77,1070,endgame long mate mateIn3,approved,"Approved hard Mate puzzle with popularity 99, 1070 plays, and rating deviation 77"
5QRFR,6r1/p2kb2R/1p2p3/3pP3/5r2/2P2NpP/PP4K1/3R4 w - - 0 28,d1d4,6r1/p2kb2R/1p2p3/3pP3/3R1r2/2P2NpP/PP4K1/8 b - - 1 28,f4f3 g2f3 g3g2,1223,easy,100,76,4252,advancedPawn advantage endgame master sacrifice short,approved,"Approved easy Sacrifice puzzle with popularity 100, 4252 plays, and rating deviation 76"
5Xpzn,2k3r1/1pq2p2/pB2p3/P2p1p1p/5b1P/2P1QPr1/1P5K/R5R1 w - - 0 26,b6c7,2k3r1/1pB2p2/p3p3/P2p1p1p/5b1P/2P1QPr1/1P5K/R5R1 b - - 0 26,g3g2 h2h1 g2h2,2009,hard,98,76,2145,collinearMove doubleCheck master mate mateIn2 middlegame short,approved,"Approved hard Mate puzzle with popularity 98, 2145 plays, and rating deviation 76"
5d1X1,8/p6k/3q4/4N2p/4P1Pn/5pQP/PP6/6K1 w - - 0 43,g3h4,8/p6k/3q4/4N2p/4P1PQ/5p1P/PP6/6K1 b - - 0 43,d6d1 g1f2 d1e2 f2g3 e2e1 g3f4 e1h4,2005,hard,98,74,1487,crushing deflection endgame exposedKing skewer veryLong,approved,"Approved hard Skewer puzzle with popularity 98, 1487 plays, and rating deviation 74"
5mYWI,4kr2/p4p2/4p3/4Pp1Q/q1pR1PPP/1pP5/1P6/2K5 w - - 0 33,h5g5,4kr2/p4p2/4p3/4PpQ1/q1pR1PPP/1pP5/1P6/2K5 b - - 1 33,a4a1 c1d2 a1b2 d2d1 b2c2 d1e1 c2c3,1295,easy,100,75,5426,crushing deflection endgame queensideAttack veryLong,approved,"Approved easy Deflection puzzle with popularity 100, 5426 plays, and rating deviation 75"
5qFMq,2r2b2/pp1b1k2/4pp2/3p1q2/1Q6/8/PP2BP1P/2RKR3 w - - 2 25,b4b7,2r2b2/pQ1b1k2/4pp2/3p1q2/8/8/PP2BP1P/2RKR3 b - - 0 25,c8c1 d1c1 f8h6 f2f4 h6f4 c1d1 f5b1,1564,medium,100,77,3997,attraction exposedKing mate mateIn4 middlegame veryLong,approved,"Approved medium Mate puzzle with popularity 100, 3997 plays, and rating deviation 77"
5rk8P,2k2r1r/pp5p/1b2p1pQ/3p4/1P3B2/2P3P1/P1q2P1P/R3R1K1 w - - 1 21,a1c1,2k2r1r/pp5p/1b2p1pQ/3p4/1P3B2/2P3P1/P1q2P1P/2R1R1K1 b - - 2 21,c2f2 g1h1 f2f3,1350,easy,100,74,5021,kingsideAttack mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 5021 plays, and rating deviation 74"
5sZfD,3r1bk1/3P1p1p/5np1/pN6/4P3/P2Q1B2/1P3qPP/2R4K w - - 1 25,c1c2,3r1bk1/3P1p1p/5np1/pN6/4P3/P2Q1B2/1PR2qPP/7K b - - 2 25,f2e1 d3f1 e1f1,1062,easy,100,75,4737,kingsideAttack mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4737 plays, and rating deviation 75"
5vZqW,7Q/5p2/1K6/P7/5P2/8/r1kp4/8 w - - 1 52,h8h7,8/5p1Q/1K6/P7/5P2/8/r1kp4/8 b - - 2 52,c2c1 h7f7 a2b2 b6a7 d2d1q,2001,hard,99,77,1197,advancedPawn crushing defensiveMove endgame long promotion queenRookEndgame,approved,"Approved hard Promotion puzzle with popularity 99, 1197 plays, and rating deviation 77"
60MiX,8/4N3/4Bp2/8/1n3kPP/p6K/5P2/1b6 w - - 0 51,e7d5,8/8/4Bp2/3N4/1n3kPP/p6K/5P2/1b6 b - - 1 51,b4d5 e6d5 a3a2 d5a2 b1a2,2010,hard,99,76,1095,advancedPawn crushing endgame long,approved,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1095 plays, and rating deviation 76"
616pP,2bk4/5q2/1Qp2r2/pp1p4/7P/8/PP3P1K/6R1 b - - 1 45,d8d7,2b5/3k1q2/1Qp2r2/pp1p4/7P/8/PP3P1K/6R1 w - - 2 46,g1g7 f7g7 b6a7 d7d6 a7g7,2035,hard,98,76,1589,advantage endgame long pin sacrifice skewer,approved,"Approved hard Pin puzzle with popularity 98, 1589 plays, and rating deviation 76"
62iQf,r4rk1/pp2ppBp/2p3p1/8/N1P3n1/1P2PKP1/P4P1q/R2Q1R2 b - - 1 16,g8g7,r4r2/pp2ppkp/2p3p1/8/N1P3n1/1P2PKP1/P4P1q/R2Q1R2 w - - 0 17,d1d4 e7e5 d4g4,1038,easy,100,76,13931,advantage fork middlegame short,approved,"Approved easy Fork puzzle with popularity 100, 13931 plays, and rating deviation 76"
62rXy,8/p3r3/4P1p1/8/2k3B1/P1ppK3/6P1/2R5 w - - 0 39,c1b1,8/p3r3/4P1p1/8/2k3B1/P1ppK3/6P1/1R6 b - - 1 39,c3c2 b1c1 c4c3,1360,easy,100,75,7221,advancedPawn crushing defensiveMove endgame short,approved,"Approved easy Advanced pawn tactics puzzle with popularity 100, 7221 plays, and rating deviation 75"
64kUP,4rr1k/1p1qb1p1/p1b1pn1p/4B1N1/2P5/1B5Q/PP4PP/4RRK1 w - - 0 22,g5e6,4rr1k/1p1qb1p1/p1b1Nn1p/4B3/2P5/1B5Q/PP4PP/4RRK1 b - - 0 22,d7e6 h3e6 e7c5 e5d4 c5d4,2034,hard,99,77,1097,advantage long middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 99, 1097 plays, and rating deviation 77"
65lcQ,r1b3rk/pp4pp/1b6/4N3/8/2P1P1Q1/PP4PP/5K2 b - - 0 24,c8e6,r5rk/pp4pp/1b2b3/4N3/8/2P1P1Q1/PP4PP/5K2 w - - 1 25,e5g6 h7g6 g3h4,1432,medium,100,75,3309,endgame mate mateIn2 sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3309 plays, and rating deviation 75"
668Xn,5R2/pp1k4/2pn4/3p4/3P4/KP3N2/PP1r4/8 b - - 4 39,d2f2,5R2/pp1k4/2pn4/3p4/3P4/KP3N2/PP3r2/8 w - - 5 40,f3e5 d7e6 f8f2,998,easy,100,75,4077,crushing discoveredAttack endgame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4077 plays, and rating deviation 75"
6B1yS,2rq1rk1/pp3ppp/3b1n2/3p4/8/1NPbBQ1P/PP1N1PP1/2KR3R w - - 8 18,e3g5,2rq1rk1/pp3ppp/3b1n2/3p2B1/8/1NPb1Q1P/PP1N1PP1/2KR3R b - - 9 18,c8c3 b2c3 d6a3,1575,medium,100,77,3450,bodenMate mate mateIn2 middlegame queensideAttack sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3450 plays, and rating deviation 77"
6E3Ms,8/2R4p/4knpP/4p3/2p1P3/2P1K1p1/2P5/8 w - - 0 39,c7c4,8/7p/4knpP/4p3/2R1P3/2P1K1p1/2P5/8 b - - 0 39,f6g4 e3f3 g3g2 c4c6 e6d7,2051,hard,100,76,1007,advancedPawn crushing endgame long,approved,"Approved hard Advanced pawn tactics puzzle with popularity 100, 1007 plays, and rating deviation 76"
6HfOL,r4r2/1p2q1kp/p2p2p1/3Pp3/2P2p2/5P1R/PPQ2P2/1K4R1 b - - 0 25,a8c8,2r2r2/1p2q1kp/p2p2p1/3Pp3/2P2p2/5P1R/PPQ2P2/1K4R1 w - - 1 26,h3h7 g7h7 c2g6 h7h8 g1h1 e7h4 h1h4,1471,medium,100,75,3722,attraction endgame mate mateIn4 sacrifice veryLong,approved,"Approved medium Sacrifice puzzle with popularity 100, 3722 plays, and rating deviation 75"
6Qkjs,2q2r1k/3RR1p1/p6p/2pB2r1/2PpQ3/P4pP1/5Pb1/6K1 b - - 17 36,g5h5,2q2r1k/3RR1p1/p6p/2pB3r/2PpQ3/P4pP1/5Pb1/6K1 w - - 18 37,e4h7 h8h7 e7g7 h7h8 g7h7,1537,medium,100,75,3422,attraction kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,approved,"Approved medium Sacrifice puzzle with popularity 100, 3422 plays, and rating deviation 75"
6XKai,5b1k/pR4Qp/8/2p2p2/8/5P2/P1qr1P1P/4R1K1 b - - 0 29,f8g7,7k/pR4bp/8/2p2p2/8/5P2/P1qr1P1P/4R1K1 w - - 0 30,e1e8 g7f8 e8f8,912,easy,100,77,12811,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 12811 plays, and rating deviation 77"
6Yt3F,8/7p/6pk/3rqp2/P1Q5/1P2p1P1/5P1P/2R3K1 w - - 0 38,c4f4,8/7p/6pk/3rqp2/P4Q2/1P2p1P1/5P1P/2R3K1 b - - 1 38,e5f4 g3f4 e3e2 c1e1 d5d1 g1g2 d1e1,1486,medium,100,75,4035,advancedPawn crushing endgame pin veryLong,approved,"Approved medium Pin puzzle with popularity 100, 4035 plays, and rating deviation 75"
6aKLW,3Q4/3N2p1/4p2p/1p3pk1/3q4/7P/6PK/8 b - - 3 43,g5g6,3Q4/3N2p1/4p1kp/1p3p2/3q4/7P/6PK/8 w - - 4 44,d7f8 g6f7 d8d4,1290,easy,100,75,8742,crushing discoveredAttack endgame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 8742 plays, and rating deviation 75"
6balH,3q1r2/4bppk/1n2p2B/p2pP2Q/2r4P/5NR1/PP3PP1/R5K1 b - - 0 21,g7h6,3q1r2/4bp1k/1n2p2p/p2pP2Q/2r4P/5NR1/PP3PP1/R5K1 w - - 0 22,f3g5 e7g5 h4g5 d8g5 g3g5,1523,medium,100,75,3264,crushing long middlegame pin,approved,"Approved medium Pin puzzle with popularity 100, 3264 plays, and rating deviation 75"
6dXdJ,4r1k1/pp3p1p/2p2bpQ/3p4/6qP/2PB4/PPP3P1/2K2R2 w - - 0 20,f1f6,4r1k1/pp3p1p/2p2RpQ/3p4/6qP/2PB4/PPP3P1/2K5 b - - 0 20,e8e1 c1d2 g4d1,1260,easy,100,76,5692,endgame mate mateIn2 queensideAttack short,approved,"Approved easy Mate puzzle with popularity 100, 5692 plays, and rating deviation 76"
6hNqo,8/p4q2/2k5/8/3p4/1KPQ4/1P6/8 w - - 0 38,b3a4,8/p4q2/2k5/8/K2p4/2PQ4/1P6/8 b - - 1 38,f7a2 a4b4 a7a5,1647,medium,100,76,3297,endgame mate mateIn2 queenEndgame short,approved,"Approved medium Mate puzzle with popularity 100, 3297 plays, and rating deviation 76"
6jXP6,5r2/7k/7p/5q2/8/6PP/4Rp1K/5Q2 w - - 14 54,h2g2,5r2/7k/7p/5q2/8/6PP/4RpK1/5Q2 b - - 15 54,f5f3 g2h2 f3e2 f1e2 f2f1q,1348,easy,100,76,3860,advancedPawn crushing endgame long promotion,approved,"Approved easy Promotion puzzle with popularity 100, 3860 plays, and rating deviation 76"
6wJDV,2bk1Q2/8/4p3/p2pP3/P1p5/R1P5/1rB1qP1K/8 b - - 2 30,d8d7,2b2Q2/3k4/4p3/p2pP3/P1p5/R1P5/1rB1qP1K/8 w - - 3 31,f8d6 d7e8 c2g6,1246,easy,100,75,5240,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 5240 plays, and rating deviation 75"
7Og0K,3rr1k1/p3qpp1/3b1n1p/1p2pRn1/4P3/1BP4P/PP1N1QP1/R1B3K1 b - - 4 20,g5e4,3rr1k1/p3qpp1/3b1n1p/1p2pR2/4n3/1BP4P/PP1N1QP1/R1B3K1 w - - 0 21,d2e4 f6e4 f5f7 e4f2 f7e7,2053,hard,99,76,1042,advantage discoveredAttack kingsideAttack long middlegame trappedPiece,approved,"Approved hard Discovered attack puzzle with popularity 99, 1042 plays, and rating deviation 76"
7RZ1H,4K3/p7/3k4/8/8/4Q3/P7/7q w - - 8 44,e3a7,4K3/Q7/3k4/8/8/8/P7/7q b - - 0 44,h1h8 e8f7 h8h7 f7f6 h7a7,1397,easy,100,75,2901,crushing endgame long queenEndgame skewer,approved,"Approved easy Skewer puzzle with popularity 100, 2901 plays, and rating deviation 75"
7STMD,r4k2/pR4Np/n4p2/4p3/8/5r2/P4P1P/4K1R1 b - - 3 24,a8b8,1r3k2/pR4Np/n4p2/4p3/8/5r2/P4P1P/4K1R1 w - - 4 25,g7e6 f8e8 g1g8,1378,easy,100,75,6818,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 6818 plays, and rating deviation 75"
7Y0C7,r2qr1k1/1p3pp1/p1p2b1B/5P2/3pp1Q1/PP1P4/1P4PP/R4RK1 b - - 0 19,e4e3,r2qr1k1/1p3pp1/p1p2b1B/5P2/3p2Q1/PP1Pp3/1P4PP/R4RK1 w - - 0 20,h6g7 f6g7 f5f6 d8f6 f1f6,1404,medium,100,74,3585,advantage long middlegame pin sacrifice,approved,"Approved medium Pin puzzle with popularity 100, 3585 plays, and rating deviation 74"
7aqCB,2r3r1/ppp1k2N/4bp1n/5P2/2p3P1/2P5/P6P/2KRR3 b - - 0 21,h6g4,2r3r1/ppp1k2N/4bp2/5P2/2p3n1/2P5/P6P/2KRR3 w - - 0 22,e1e6 e7f7 d1d7,1188,easy,100,76,4267,master mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4267 plays, and rating deviation 76"
7kGPt,5rk1/pp4bp/4Rp2/1q6/6Q1/2P4N/P5PP/1r2R2K w - - 5 24,h3f4,5rk1/pp4bp/4Rp2/1q6/5NQ1/2P5/P5PP/1r2R2K b - - 6 24,b5f1 e1f1 b1f1,1441,medium,100,76,4464,backRankMate mate mateIn2 middlegame sacrifice short xRayAttack,approved,"Approved medium Sacrifice puzzle with popularity 100, 4464 plays, and rating deviation 76"
7rf3T,8/1R1R2b1/p4p1k/P5p1/6qp/2P3B1/1PB2PK1/4r3 w - - 0 40,d7g7,8/1R4R1/p4p1k/P5p1/6qp/2P3B1/1PB2PK1/4r3 b - - 0 40,h4h3 g2h2 e1h1 h2h1 g4f3 h1g1 f3g2,1522,medium,100,76,3734,attraction endgame master mate mateIn4 sacrifice veryLong,approved,"Approved medium Sacrifice puzzle with popularity 100, 3734 plays, and rating deviation 76"
7ssso,6k1/2K3pp/4P3/3p4/2p3P1/p6P/r1p1r3/2R1R3 b - - 2 43,e2e4,6k1/2K3pp/4P3/3p4/2p1r1P1/p6P/r1p5/2R1R3 w - - 3 44,e1e4 d5e4 e6e7,1447,medium,100,75,3437,advancedPawn crushing endgame rookEndgame short,approved,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3437 plays, and rating deviation 75"
80zKV,3rQ1k1/pbp2pp1/1p1q3p/8/8/3B1P2/PP4PP/4R2K b - - 4 23,d8e8,4r1k1/pbp2pp1/1p1q3p/8/8/3B1P2/PP4PP/4R2K w - - 0 24,e1e8 d6f8 d3h7 g8h7 e8f8,1267,easy,100,76,4732,advantage endgame long pin,approved,"Approved easy Pin puzzle with popularity 100, 4732 plays, and rating deviation 76"
89OlB,8/8/8/r7/2P5/3P2k1/6p1/4R1K1 w - - 0 51,e1d1,8/8/8/r7/2P5/3P2k1/6p1/3R2K1 b - - 1 51,a5h5 d3d4 h5h1,1363,easy,100,75,4168,endgame mate mateIn2 quietMove rookEndgame short,approved,"Approved easy Mate puzzle with popularity 100, 4168 plays, and rating deviation 75"
8Axgi,r2q2k1/pp3Rp1/2nb2Qp/2p3N1/8/2PP4/P1P3PP/R5K1 b - - 4 20,d8g5,r5k1/pp3Rp1/2nb2Qp/2p3q1/8/2PP4/P1P3PP/R5K1 w - - 0 21,f7g7 g8h8 g7h7,1309,easy,100,75,7086,kingsideAttack master mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 7086 plays, and rating deviation 75"
8D82m,4r2r/2R3Qp/p5p1/1p1p1p1k/7P/3q2PK/P4P2/1R6 b - - 4 28,d3b1,4r2r/2R3Qp/p5p1/1p1p1p1k/7P/6PK/P4P2/1q6 w - - 0 29,g7h7 h8h7 c7h7,1394,easy,100,75,4288,endgame mate mateIn2 sacrifice short,approved,"Approved easy Sacrifice puzzle with popularity 100, 4288 plays, and rating deviation 75"
8M4A6,8/p7/4k3/1PP2N1p/4NK2/8/8/6r1 w - - 1 45,c5c6,8/p7/2P1k3/1P3N1p/4NK2/8/8/6r1 b - - 0 45,g1f1 f4e3 f1f5,2089,hard,100,77,1094,crushing deflection endgame short skewer,approved,"Approved hard Skewer puzzle with popularity 100, 1094 plays, and rating deviation 77"
8MCl2,8/3Pk1p1/3p3p/3Pp2n/8/4pP2/6PN/5B1K w - - 0 34,f1b5,8/3Pk1p1/3p3p/1B1Pp2n/8/4pP2/6PN/7K b - - 1 34,e3e2 b5e2 h5g3 h1g1 g3e2,2076,hard,99,76,1227,advancedPawn advantage endgame fork long,approved,"Approved hard Fork puzzle with popularity 99, 1227 plays, and rating deviation 76"
8PYF2,r1br2kb/pp3p1p/4p2P/1B1pq1p1/8/2NQ4/PPP5/2KR1R2 b - - 6 24,a7a6,r1br2kb/1p3p1p/p3p2P/1B1pq1p1/8/2NQ4/PPP5/2KR1R2 w - - 0 25,f1f7 g8f7 d3h7 f7f6 d1f1 e5f4 f1f4,2051,hard,98,75,3636,advantage attraction deflection kingsideAttack middlegame sacrifice veryLong,approved,"Approved hard Deflection puzzle with popularity 98, 3636 plays, and rating deviation 75"
8Q3bm,8/p4k2/8/1p2R3/1B2p3/P2rP1P1/KR5p/7r w - - 0 46,e5e4,8/p4k2/8/1p6/1B2R3/P2rP1P1/KR5p/7r b - - 0 46,h1a1 a2a1 h2h1q a1a2 h1e4,1336,easy,100,75,5452,advancedPawn attraction crushing endgame fork long promotion,approved,"Approved easy Fork puzzle with popularity 100, 5452 plays, and rating deviation 75"
8RSFP,2r4k/pp4rp/4q2N/n2pP1B1/3P1P1P/Pn6/1P4K1/3Q1R2 b - - 0 32,g7g6,2r4k/pp5p/4q1rN/n2pP1B1/3P1P1P/Pn6/1P4K1/3Q1R2 w - - 1 33,f4f5 g6g5 h4g5,1490,medium,100,76,4123,advantage fork middlegame short,approved,"Approved medium Fork puzzle with popularity 100, 4123 plays, and rating deviation 76"
8SmOR,8/8/3pN3/1p1RnPK1/1k6/8/8/5r2 w - - 9 62,d5d6,8/8/3RN3/1p2nPK1/1k6/8/8/5r2 b - - 0 62,e5f7 g5f6 f7d6,1291,easy,100,78,4997,crushing endgame fork master short,approved,"Approved easy Fork puzzle with popularity 100, 4997 plays, and rating deviation 78"
8W6eO,rnb1k2r/pp3ppp/2p5/2bB4/7q/2NP2p1/PPP4P/R1BQK1NR w KQkq - 0 10,h2g3,rnb1k2r/pp3ppp/2p5/2bB4/7q/2NP2P1/PPP5/R1BQK1NR b KQkq - 0 10,h4g3 e1f1 g3f2,1249,easy,100,76,4056,master mate mateIn2 opening short,approved,"Approved easy Mate puzzle with popularity 100, 4056 plays, and rating deviation 76"
8apNf,1r6/p3ppkp/2pp1np1/7P/2BPPN2/q4P2/Nr1Q2P1/K2R3R w - - 4 24,d2c3,1r6/p3ppkp/2pp1np1/7P/2BPPN2/q1Q2P2/Nr4P1/K2R3R b - - 5 24,b2a2 c4a2 a3c3,1504,medium,100,74,4512,mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 4512 plays, and rating deviation 74"
8feKb,1rr3k1/4qp1p/p4p2/3p4/P4Q2/6P1/2pRPP1P/2R3K1 b - - 1 24,b8b1,2r3k1/4qp1p/p4p2/3p4/P4Q2/6P1/2pRPP1P/1rR3K1 w - - 2 25,f4g4 g8h8 g4c8,1181,easy,100,76,4508,crushing endgame fork short,approved,"Approved easy Fork puzzle with popularity 100, 4508 plays, and rating deviation 76"
8g4h0,8/1pp2pk1/p7/P2Q1Pq1/1P2r3/2P1r2P/5R1K/5R2 w - - 0 33,f1g1,8/1pp2pk1/p7/P2Q1Pq1/1P2r3/2P1r2P/5R1K/6R1 b - - 1 33,e3h3 h2h3 e4h4,1459,medium,100,77,21229,attraction endgame mate mateIn2 sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 21229 plays, and rating deviation 77"
8lHpT,n4rk1/4Qp1p/6p1/1pp5/5B2/4R1PK/q6P/8 b - - 1 28,a2d5,n4rk1/4Qp1p/6p1/1ppq4/5B2/4R1PK/7P/8 w - - 2 29,e7f8 g8f8 f4h6 f8g8 e3e8,2053,hard,99,77,2671,attraction endgame long mate mateIn3 pillsburysMate sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 99, 2671 plays, and rating deviation 77"
8t67f,8/4b3/4p3/4N3/2K2p1k/7P/1P6/8 w - - 1 42,e5g6,8/4b3/4p1N1/8/2K2p1k/7P/1P6/8 b - - 2 42,h4g3 g6e7 f4f3,2012,hard,99,76,1077,crushing defensiveMove endgame master sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 99, 1077 plays, and rating deviation 76"
8tmXa,8/8/3N2P1/2n1p3/8/2p2k2/P2p1P2/3K4 w - - 0 49,g6g7,8/6P1/3N4/2n1p3/8/2p2k2/P2p1P2/3K4 b - - 0 49,c5d3 g7g8q d3f2 d1c2 d2d1q,2026,hard,99,77,1597,advancedPawn crushing endgame exposedKing knightEndgame long promotion,approved,"Approved hard Promotion puzzle with popularity 99, 1597 plays, and rating deviation 77"
94YM7,2r1k2r/p5p1/3p1pb1/8/3QP3/1P4BP/NPq5/K6R b k - 1 29,c2e4,2r1k2r/p5p1/3p1pb1/8/3Qq3/1P4BP/NP6/K6R w k - 0 30,h1e1 e4e1 g3e1,1329,easy,100,74,4683,advantage middlegame pin short,approved,"Approved easy Pin puzzle with popularity 100, 4683 plays, and rating deviation 74"
